Time,iter,,Zmp-ref1,Zmp-FT_1_1,Zmp-FT_1_2,Zmp-FT_1_3,,Zmp-ref3,Zmp-FT_3_1,Zmp-FT_3_2,Zmp-FT_3_3,,Zmp-ref5,Zmp-FT_5_1,Zmp-FT_5_2,Zmp-FT_5_3,,Zmp-ref7,Zmp-FT_7_1,Zmp-FT_7_2,Zmp-FT_7_3,,Zmp-ref9,Zmp-FT_9_1,Zmp-FT_9_2,Zmp-FT_9_3
6.73,224,,0,-0.00005613,-0.00077608,0.00009453,,0,-0.00010501,0.00001156,-0.00000594,,0,-0.00001666,0.00001683,-0.00001993,,0,0.00000221,-0.00007918,0.00002928,,0,-0.00002404,0.00009315,0.00003011
6.76,225,,0,0.00002865,-0.00090705,-0.00001079,,0,-0.00002434,0.00000965,0.00008934,,0,-0.00008618,0.00000032,0.00002072,,0,-0.00000794,0.00002103,-0.00005102,,0,-0.00005911,0.0000041,0.00005549
6.8,226,,0,0.00006514,-0.00071981,-0.00001143,,0,-0.00000404,0.00004768,0.00002848,,0,-0.00003398,-0.00000452,-0.0001037,,0,0.00006302,0.00004023,0.00001074,,0,-0.00004102,0.00010093,-0.00003493
6.82,227,,0,0.00002467,-0.00076392,0.00002198,,0,-0.00005046,0.0000295,0.00000247,,0,0.0000011,-0.00003697,0.00004357,,0,-0.00003319,0.00001312,0.00001744,,0,-0.00006986,0.00005508,0.00001489
6.85,228,,0,0.00003134,-0.00074807,-0.00001447,,0,-0.00005948,0.00006146,-0.00003955,,0,-0.00001757,0.00009737,0.00001534,,0,-0.0000546,-0.00000922,-0.0000433,,0,-0.0001038,0.0000783,-0.00007986
6.88,229,,0,-0.0000255,-0.00077289,-0.0000174,,0,-0.00010434,0.0000097,0.00004521,,0,0.00001598,0.00006328,0.00000958,,0,-0.00008732,0.00001949,-0.00005042,,0,0.00000525,0.00001333,0.00002221
6.91,230,,0,0.0000186,-0.00078573,-0.00002048,,0,-0.00006283,0.00007132,-0.00000134,,0,-0.0000555,0.00006244,0.00002426,,0,0.00000561,-0.00003154,-0.00004401,,0,-0.00009418,-0.00003609,-0.00006625
6.94,231,,0,0.00007259,-0.0008075,0.0000294,,0,-0.00010594,0.00000572,-0.0000738,,0,-0.00008056,0.00004258,0.00005677,,0,-0.00013413,0.00001952,-0.00004923,,0,0.00003022,0.0001019,0.00001002
6.98,232,,0,0.00006157,-0.00074263,0.00000473,,0,-0.00006084,0.00002793,-0.00005732,,0,0.00000348,-0.00000007,-0.00001424,,0,0.00001201,0.00006804,-0.0000199,,0,-0.0000811,-0.00011588,-0.00000861
7,233,,0,0.00004688,-0.00078921,0.00005335,,0,-0.00003755,-0.00001195,-0.00006205,,0,-0.00001001,0.00006261,-0.00006555,,0,-0.00002183,0.00002646,0.00004419,,0,-0.00002056,0.00002696,0.00002038
7.03,234,,0,0.00002418,-0.00085648,0.00001268,,0,-0.00006801,-0.00001253,-0.00001738,,0,0.00006245,0.00003762,0.00005434,,0,0.00013163,-0.00000286,-0.0000787,,0,-0.00006001,-0.00000971,0.00001
7.08,235,,0,0.00002252,-0.00084943,-0.00000787,,0,-0.00004992,-0.00006328,-0.00005505,,0,-0.00001087,0.00003457,-0.0000606,,0,-0.00006788,0.00002796,0.00007137,,0,-0.00008256,0.00003686,-0.00000999
7.09,236,,0,-0.00001339,-0.00088446,-0.000007,,0,-0.00003303,0.00000879,-0.00010888,,0,-0.00014034,-0.00004149,0.00001416,,0,-0.00016212,-0.00006618,-0.00002948,,0,-0.00007854,-0.00001042,-0.00001027
7.12,237,,0,0.00004341,-0.00092655,0.00005209,,0,-0.00003002,0.00001626,-0.00010831,,0,-0.00006796,-0.00005081,-0.00000818,,0,-0.0000256,-0.00003188,-0.00006,,0,-0.00000814,-0.00000323,-0.00000792
7.15,238,,0,0.00004034,-0.00088313,-0.00001016,,0,-0.0000489,0.0000898,-0.00002189,,0,0.0001861,-0.00003577,0.00008207,,0,-0.00000576,-0.00000095,-0.00002382,,0,0.00000458,-0.00001346,0.00003725
7.18,239,,0,0.00001631,-0.00093215,0.00000198,,0,-0.00003732,-0.00000954,0.00000233,,0,-0.00004954,-0.00000912,-0.00002402,,0,-0.00006998,0.00002752,0.00004579,,0,-0.00008689,0.000046,0.0000254
7.22,240,,0,-0.00000168,-0.00091863,0.00005049,,0,-0.0000128,-0.0000725,0.0000007,,0,0.00003389,-0.00001961,0.0000114,,0,-0.00007939,-0.00007998,0.00002488,,0,-0.000009,-0.00001646,0.00004495
7.24,241,,0,0.00003013,-0.00087638,-0.00000279,,0,-0.00008928,-0.00002241,-0.00005926,,0,0.00006432,-0.00004398,-0.00010753,,0,0.00009385,0.00003932,0.00008738,,0,-0.00000921,0.00002046,0.00003197
7.27,242,,0,0.00005637,-0.00081871,0.00006336,,0,-0.00008532,-0.00006747,0.00003767,,0,-0.00004022,0.0000217,0.0000717,,0,-0.00000912,0.0000683,-0.00000102,,0,-0.0000596,0.00005478,-0.00000862
7.3,243,,0,0.00002956,-0.00084782,0.00004016,,0,-0.00005389,0.00002216,0.00001699,,0,-0.00001053,-0.00008187,0.00004346,,0,-0.00003232,0.00000597,0.00001661,,0,-0.00005361,-0.00003147,0.00006091
7.34,244,,0,-0.00002543,-0.00076773,0.00001464,,0,0.00003992,-0.00000656,-0.0000108,,0,-0.00004836,0.00005409,0.00003513,,0,-0.00002487,0.00007063,-0.00001599,,0,-0.00009096,0.00004911,-0.00004685
7.36,245,,0,0.00002102,-0.00077101,-0.00006054,,0,0.00000714,-0.00012821,0.00001613,,0,-0.00003507,0.00000304,-0.00005708,,0,0.00002851,0.00004966,0.00004449,,0,0.00004139,0.00003305,0.00004247
7.4,246,,0,0.00002304,-0.00091005,0.00003253,,0,0.00000243,-0.00000983,0.00002365,,0,0.00003617,0.00006351,0.00001371,,0,0.00000693,-0.00005811,-0.00000527,,0,-0.00004519,-0.00002899,-0.00004371
7.42,247,,0,0.00005736,-0.00089376,0.0000359,,0,-0.00002791,-0.00006939,0.00000997,,0,-0.00010871,0.00004062,0.00001504,,0,-0.00005934,-0.0000506,-0.00001404,,0,0.00000669,0.00014165,0.00006615
7.46,248,,0,0.00000362,-0.00091089,0.00003249,,0,-0.00014936,0.0000276,-0.00000564,,0,-0.0000246,0.00003385,-0.00009156,,0,-0.00006924,0.00002905,0.00003426,,0,-0.00012705,0.00000007,0.00002334
7.48,249,,0,0.00000513,-0.00095205,-0.00009117,,0,-0.00010363,-0.00006772,0.00000434,,0,-0.00016223,0.00007001,0.00004759,,0,0.00001226,-0.00000593,0.00010085,,0,-0.00003221,-0.00001034,0.00003624
7.52,250,,0,0.00000246,-0.00084989,0.00003062,,0,-0.00001713,0.0000124,0.00004882,,0,-0.00004735,0.00001048,0.00002505,,0,-0.00006921,0.00000448,-0.00002194,,0,-0.00011134,-0.00001382,0.00002317
7.55,251,,0,0.00003685,-0.00092598,0.00000889,,0,-0.00012581,0.00001036,-0.00000208,,0,0.00005371,-0.0000191,-0.00004151,,0,-0.00001831,-0.00005827,0.00003047,,0,0.00002438,0.00004476,0.00007771
7.57,252,,0,-0.00003323,-0.00090321,0.00000752,,0,-0.00001682,-0.00002049,0.00001561,,0,0.0000014,-0.00001034,-0.00004286,,0,-0.0000354,0.00000199,0.00008263,,0,-0.00005529,0.00004903,-0.00002054
7.6,253,,0,0.00004295,-0.00088192,-0.00006227,,0,-0.00017165,0.00009776,-0.00011,,0,-0.00004747,-0.00002833,-0.00007995,,0,0.00005773,-0.0000069,-0.00000399,,0,-0.00004773,0.00006125,0.0000089
7.64,254,,0,-0.00003018,-0.0008777,0.00001031,,0,-0.00012317,0.00002091,-0.00004413,,0,0.00004631,-0.00004895,0.00001756,,0,-0.00000656,-0.00002003,-0.00004169,,0,-0.00001652,-0.00002796,0.0000281
7.66,255,,0,0.00000821,-0.00091426,0.00001501,,0,-0.00016499,0.00004542,-0.00004609,,0,-0.0000565,-0.00006503,-0.00007536,,0,0.00000398,0.00010264,0.00001616,,0,-0.00000391,0.00004531,0.00003143
7.7,256,,0,0.00005907,-0.00089204,-0.00000915,,0,-0.00001406,0.00004015,-0.0000467,,0,-0.00001391,-0.00000285,-0.00005078,,0,-0.00008674,-0.00005336,0.00003691,,0,-0.0000777,0.000105,0.00001718
7.72,257,,0,-0.00001814,-0.00087607,-0.00002763,,0,-0.00005926,-0.00002513,-0.00008604,,0,-0.00004038,-0.00002874,-0.00011433,,0,0.00005173,-0.00002344,-0.00002992,,0,-0.00005542,0.00005699,0.00001745
7.76,258,,0,-0.00001214,-0.00093548,-0.0000379,,0,-0.00009315,0.00002043,-0.00002678,,0,-0.00000092,0.00006329,0.00002434,,0,-0.00003311,-0.00000547,0.00003025,,0,-0.00010013,0.00011407,0.00000694
7.78,259,,0,0.00002347,-0.0009704,-0.00006232,,0,-0.00006211,0.00001376,-0.00006197,,0,-0.00006577,-0.00007166,-0.00000523,,0,-0.00005632,-0.00001058,-0.00003193,,0,-0.00009501,0.00001788,0.00003112
7.82,260,,0,0.00003558,-0.00092305,-0.00007963,,0,-0.00004614,-0.00004653,-0.00012338,,0,0.0000041,-0.00000542,0.00004279,,0,-0.00006038,0.00003126,-0.00000894,,0,-0.00005584,0.00003022,0.00001934
7.85,261,,0,-0.00002588,-0.00094107,-0.00001916,,0,-0.00006403,-0.00009765,-0.00005748,,0,-0.00004104,0.00001213,0.00001367,,0,-0.00006418,0.00004727,-0.00009918,,0,-0.00007151,0.00010528,0.00001709
7.88,262,,0,-0.00000147,-0.00092996,0.0000027,,0,-0.00003971,-0.00001341,-0.00008134,,0,-0.00000326,0.00010385,-0.00000439,,0,-0.00011813,0.00006766,0.00004057,,0,-0.0000011,0.00010166,0.00002617
7.91,263,,0,-0.00007586,-0.00095359,0.00009413,,0,-0.00005319,-0.00004802,-0.00010622,,0,0.00003492,0.00001384,0.0000084,,0,0.00007319,-0.00002141,-0.00003101,,0,-0.00009237,0.0000864,0.00006
7.94,264,,0,0.00006586,-0.00088144,0.00007051,,0,-0.0000022,0.00003082,-0.00005516,,0,0.00001194,-0.0000063,-0.00008761,,0,0.00002791,-0.00001149,0.00004372,,0,-0.00005495,0.00006514,0.00003772
7.97,265,,0,-0.00001464,-0.00095307,0.00005811,,0,0.00000671,-0.00004645,-0.00001909,,0,0.00000489,-0.00003525,-0.00005627,,0,0.00000282,-0.00001712,-0.00003189,,0,-0.00014759,0.00004434,0.00016167
8,266,,0,0.00002798,-0.00093061,0.00009205,,0,-0.00003826,-0.00008051,-0.0000713,,0,-0.00000111,0.00006539,-0.00009962,,0,-0.00000175,-0.00000496,0.00006272,,0,-0.0000043,0.00007993,-0.00014973
8.03,267,,0,0.00005508,-0.0009708,-0.00000605,,0,0.00001757,-0.00001204,-0.00007982,,0,-0.00005387,0.0000308,0.00006475,,0,-0.00001793,0.00004654,0.00002281,,0,-0.00010463,0.00000955,-0.00002104
8.06,268,,0,-0.00002711,-0.00098591,-0.00003331,,0,-0.00012347,-0.00000123,0.0000656,,0,-0.00003532,0.00003714,-0.00000964,,0,-0.00000087,-0.00004788,0.00008823,,0,-0.00003011,0.0000347,0.00005708
8.09,269,,0,0.00006912,-0.00094513,0.00005203,,0,-0.00006506,0.0000629,0.00000125,,0,-0.00000741,0.00001276,-0.00003359,,0,-0.0000019,0.00000024,0.00001284,,0,-0.00009917,0.0001293,-0.00005789
8.12,270,,0,0.00004693,-0.00096632,-0.00000146,,0,-0.00007317,-0.00005565,0.00000961,,0,-0.00004951,-0.00002395,0.00002065,,0,-0.00005822,-0.0000321,0.00000835,,0,-0.00009107,0.00002136,-0.00003009
8.15,271,,0,0.00006889,-0.00088621,0.00004337,,0,-0.00006835,0.00000545,0.00009861,,0,0.00003268,-0.00009381,0.00006335,,0,-0.0000007,-0.00000098,0.00000141,,0,-0.00006967,0.0000557,0.00000689
8.18,272,,0,0.00006188,-0.00092936,0.00000424,,0,-0.00000237,0.00014229,0.00004957,,0,-0.00005649,-0.00006954,0.00002598,,0,-0.00013657,0.00002418,-0.00002287,,0,-0.00003168,-0.00001371,0.00002012
8.2,273,,0,0.00004637,-0.00094485,-0.00004159,,0,-0.00007799,0.00000807,-0.00000806,,0,-0.00007827,0.00001976,-0.00006231,,0,-0.00000035,-0.00002123,-0.00012049,,0,-0.00006336,0.00001219,-0.0000651
8.24,274,,0,0.00001422,-0.00095943,0.00002711,,0,-0.00007572,-0.0000355,0.00000911,,0,0.00001914,0.00002202,-0.00000493,,0,-0.00000396,-0.00001529,-0.00006223,,0,-0.00003116,0.00008479,0.00006109
8.27,275,,0,-0.00000137,-0.0010676,0.00004483,,0,-0.00001324,-0.00002717,-0.0000055,,0,-0.0000524,-0.00002123,0.00002228,,0,-0.00001107,0.00001411,0.00002956,,0,0.00003765,0.00002373,0.00001076
8.3,276,,0,-0.00005488,-0.00093757,-0.00006356,,0,-0.00005974,-0.00010822,-0.00006825,,0,0.00001383,0.00000843,-0.0000829,,0,0.00000322,0.00000007,0.00003241,,0,-0.00006048,0.00012855,0.00005208
8.33,277,,0,-0.00000081,-0.00092603,0.00002225,,0,-0.00004944,0.00001493,-0.00001741,,0,-0.00005466,-0.00001888,-0.00000623,,0,-0.00003223,-0.00000516,-0.00003677,,0,0.00004603,-0.00000273,0.00004549
8.36,278,,0,-0.00001834,-0.0009926,-0.0000454,,0,-0.00008344,-0.00002303,-0.00003326,,0,0.00000187,-0.00008748,0.00000116,,0,0.00007764,-0.00009559,0.00002349,,0,-0.00014419,0.00000114,0.00004417
8.39,279,,0,0.00001269,-0.00102296,-0.00002393,,0,-0.00003763,0.00007879,0.00000496,,0,0.00008817,0.00005268,-0.0000664,,0,0.00002094,0.00006007,0.0000168,,0,-0.00006436,0.00001912,0.00008112
8.42,280,,0,0.00003256,-0.00091293,0.00002331,,0,-0.00011932,0.00002764,-0.00003076,,0,-0.00005762,-0.0000015,0.00004304,,0,-0.00001853,-0.00011065,-0.00005716,,0,-0.00006563,0.00010693,0.00002244
8.45,281,,0,0.00008175,-0.00099636,0.00006542,,0,-0.00003235,-0.00004832,-0.00005041,,0,-0.00004333,0.00002781,-0.00000169,,0,-0.00010012,-0.00001337,-0.00007882,,0,-0.00000962,0.00006312,0.00004895
8.48,282,,0,0.0000411,-0.00102257,-0.00001162,,0,-0.00009537,0.00000771,-0.00004454,,0,0.00004339,-0.00002523,-0.00003512,,0,0.00002055,0.00004439,0.0000013,,0,0.00007406,-0.00002225,-0.00000024
8.51,283,,0,0.00000062,-0.00097935,0.00000486,,0,-0.00012055,0.00000438,-0.00009442,,0,-0.00001896,-0.00003999,-0.00009904,,0,0.00000178,0.00004453,-0.00005171,,0,-0.00000092,0.00007795,-0.00004533
8.59,284,,0,0.00006916,-0.00104452,0.00003616,,0,-0.00005131,0.00006866,-0.00001364,,0,-0.0000685,0.00002099,-0.00003704,,0,-0.00011166,-0.00000057,0.00002687,,0,-0.00005147,0.00003029,0.00002214
8.6,285,,0,0.00005436,-0.00102161,0.00003169,,0,-0.00001303,0.00004149,0.00000274,,0,-0.00010637,-0.00002483,-0.00008756,,0,0.00000311,-0.00005065,-0.00003628,,0,0.00011473,0.00010225,0.0001715
8.63,286,,0,-0.00000063,-0.0010454,-0.00000463,,0,-0.00000916,-0.00003609,-0.00003445,,0,-0.00005989,-0.00010701,-0.00006562,,0,0.00001182,0.0000251,-0.00002388,,0,-0.00004805,0.00001782,-0.0000326
8.66,287,,0,0.00000592,-0.00104725,-0.00001248,,0,-0.00001038,-0.00001652,-0.00002455,,0,0.00000183,-0.00001745,-0.00004001,,0,-0.0000591,-0.00000229,-0.00006463,,0,-0.0001094,-0.00006785,-0.00003104
8.7,288,,0,0.00002996,-0.00107502,-0.00002613,,0,-0.00003157,-0.00004883,-0.000041,,0,-0.00006348,-0.00006889,0.00000058,,0,-0.00001224,-0.00001738,0.00006764,,0,-0.00001406,0.00001144,-0.00008188
8.72,289,,0,-0.00002057,-0.00112246,0.00002866,,0,-0.00006575,0.00002082,-0.00003183,,0,-0.00009732,-0.00000551,0.00005642,,0,0.00000411,-0.00002461,0.00000155,,0,-0.0000443,0.00005554,0.00001948
8.75,290,,0,0.00009762,-0.00098805,0.00001962,,0,-0.00006369,0.00002101,-0.00003264,,0,-0.00000945,-0.00007247,-0.00005758,,0,-0.00011954,0.00000537,-0.00000141,,0,-0.00005406,0.00004763,0.00006017
8.78,291,,0,0.00001563,-0.00104428,0.00000398,,0,-0.00006007,0.00001901,0.00001705,,0,-0.0001141,-0.00004555,-0.00003554,,0,-0.00006361,-0.00000603,-0.0000363,,0,-0.00007595,0.00002193,-0.00004028
8.81,292,,0,0.00001553,-0.0009916,0.00003048,,0,0.00001247,0.00000385,-0.00001089,,0,-0.00008013,-0.0000725,-0.00002614,,0,-0.00007119,-0.00003991,-0.00002261,,0,-0.00001238,0.0000912,0.00005223
8.84,293,,0,-0.00002056,-0.00102513,-0.0000243,,0,-0.00005749,-0.00001497,-0.00007686,,0,-0.00004017,-0.00011335,0.00000434,,0,0.00003743,0.00001736,0.00000964,,0,-0.0000413,-0.00000108,0.00005897
8.87,294,,0,-0.00004535,-0.00101626,-0.00000884,,0,0.00003617,0.00003552,-0.00005327,,0,0.00006594,0.00000591,-0.0000029,,0,-0.00006011,-0.00003416,-0.0000715,,0,-0.00007523,0.0000829,0.00001257
8.9,295,,0,0.00001937,-0.00100283,-0.00007775,,0,-0.00006282,0.0000004,-0.00000903,,0,0.00008391,0.00000423,-0.00002188,,0,-0.00002418,-0.00000888,-0.00001102,,0,-0.00012965,0.0000134,0.00007624
8.93,296,,0,-0.00000685,-0.00104715,-0.00001233,,0,-0.00005569,-0.00004257,-0.00001452,,0,0.00005895,0.00004758,-0.00002804,,0,-0.00009234,0.00007471,-0.00000357,,0,-0.00004895,0.00006893,0.00001692
8.96,297,,0,0.00000095,-0.00102359,-0.00000493,,0,-0.00013282,-0.00000952,-0.00003653,,0,-0.00005325,-0.00001981,-0.00014966,,0,-0.00001393,0.0000114,-0.00002028,,0,-0.00001778,0.00005525,0.00009529
8.99,298,,0,0.00003476,-0.00109501,-0.00001325,,0,-0.00003364,-0.00000718,0.00001156,,0,0.0000146,0.0000427,-0.00000597,,0,-0.00014138,0.0000163,-0.0000316,,0,-0.00011128,0.00005707,0.00007078
9.02,299,,0,-0.00001862,-0.00102407,-0.00001022,,0,-0.00006404,0.00001548,-0.00007071,,0,0.00001312,0.00004355,-0.00008817,,0,-0.00005276,-0.00002724,0.00000382,,0,-0.00010702,0.00007201,0.00010853
9.05,300,,0,0.00004556,-0.00098007,-0.0000288,,0,-0.00000792,0.00004164,-0.00005276,,0,-0.00004501,-0.00001708,-0.00003946,,0,-0.00003053,-0.00003911,0.00001129,,0,-0.00005425,0.00004492,0.00002723
9.09,301,,0.0003333333,0.00001389,-0.0010704,-0.00000662,,0.001,-0.00001355,0.00005996,-0.00003064,,0.0016666667,-0.00011111,0.00005759,-0.00002823,,0.0023333333,-0.00003835,-0.00000417,-0.00000487,,0.003,-0.00000802,0.00000428,-0.00000605
9.11,302,,0.0006666667,0.00006521,-0.00107816,0.00002392,,0.0020000001,-0.00004964,-0.00000597,-0.00011926,,0.0033333334,-0.00007156,0.00015799,-0.00010388,,0.0046666665,0.00000581,0.00004408,-0.0000454,,0.0060000001,-0.00004855,0.00006643,-0.00003461
9.14,303,,0.001,-0.00049337,-0.00205207,-0.00094786,,0.003,-0.00114903,-0.00096919,-0.00051972,,0.0049999999,-0.00095958,-0.00108577,-0.00104098,,0.0070000002,-0.00023201,-0.00069866,-0.00049086,,0.0089999996,-0.00095292,-0.00060219,-0.00056269
9.17,304,,0.0013333333,-0.00123775,-0.00310275,-0.00193992,,0.0040000002,-0.00291525,-0.00278084,-0.00293336,,0.0066666668,-0.00252526,-0.00278673,-0.00259135,,0.009333333,-0.00305847,-0.00377117,-0.00379223,,0.0120000001,-0.00245115,-0.00403164,-0.00218954
9.2,305,,0.0016666667,-0.00151998,-0.00458086,-0.00354654,,0.0049999999,-0.00654189,-0.00624367,-0.003822,,0.0083333338,-0.00634083,-0.00735703,-0.00724596,,0.0116666667,-0.00519754,-0.00593409,-0.0056604,,0.0149999997,-0.00968483,-0.00647574,-0.00599359
9.23,306,,0.0020000001,-0.00428059,-0.0054179,-0.00443427,,0.0060000001,-0.00792142,-0.0080655,-0.00840555,,0.0099999998,-0.01165843,-0.00993708,-0.01002,,0.0140000004,-0.01147944,-0.01146561,-0.01064063,,0.0179999992,-0.01276236,-0.01306636,-0.00881422
9.26,307,,0.0023333333,-0.00425271,-0.00615904,-0.00529831,,0.0070000002,-0.01055317,-0.01128999,-0.01047077,,0.0116666667,-0.01329223,-0.01402694,-0.01390557,,0.0163333341,-0.01481397,-0.0140815,-0.01337864,,0.0209999997,-0.01586711,-0.01676819,-0.01513288
9.29,308,,0.0026666666,-0.00445908,-0.00627511,-0.00557276,,0.0080000004,-0.01145761,-0.01249175,-0.01342281,,0.0133333337,-0.01621119,-0.01539969,-0.01540133,,0.018666666,-0.01997175,-0.01832671,-0.01776427,,0.0240000002,-0.02170508,-0.02291226,-0.01849866
9.32,309,,0.003,-0.00448892,-0.0063344,-0.00524389,,0.0089999996,-0.01113661,-0.01397106,-0.01370719,,0.0149999997,-0.01752398,-0.01720801,-0.01744805,,0.0209999997,-0.02169684,-0.0205038,-0.0190205,,0.0270000007,-0.02407051,-0.02500819,-0.02342003
9.35,310,,0.0033333334,-0.00423037,-0.00585406,-0.00556249,,0.0099999998,-0.01088942,-0.01425185,-0.01396585,,0.0166666675,-0.01800737,-0.01787632,-0.01816556,,0.0233333334,-0.02346208,-0.02336443,-0.02186266,,0.0299999993,-0.02565039,-0.02762718,-0.02512682
9.39,311,,0.0036666666,-0.00333402,-0.00529778,-0.00455365,,0.0109999999,-0.01121051,-0.01271604,-0.01433837,,0.0183333326,-0.01784814,-0.01793615,-0.01836133,,0.0256666671,-0.02393284,-0.02419104,-0.0226318,,0.0329999998,-0.02617931,-0.02830645,-0.02742488
9.41,312,,0.0040000002,-0.00259219,-0.00551407,-0.0043514,,0.0120000001,-0.01095781,-0.01166054,-0.01284137,,0.0199999996,-0.01621493,-0.01754576,-0.01800517,,0.0280000009,-0.02344104,-0.02438006,-0.02240385,,0.0359999985,-0.02719157,-0.02873702,-0.02756569
9.44,313,,0.0043333331,-0.00320676,-0.00412035,-0.00304966,,0.0130000003,-0.00980194,-0.00992901,-0.01190387,,0.0216666665,-0.01568873,-0.01671704,-0.01691145,,0.0303333327,-0.02195725,-0.02424728,-0.02190164,,0.0390000008,-0.02725286,-0.02882427,-0.02758159
9.47,314,,0.0046666665,-0.00180188,-0.00376305,-0.00220774,,0.0140000004,-0.00899145,-0.00860486,-0.01067056,,0.0233333334,-0.01405747,-0.01591288,-0.01635797,,0.0326666683,-0.02108384,-0.02306632,-0.02129649,,0.0419999994,-0.02518884,-0.02717461,-0.02710605
9.5,315,,0.0049999999,-0.00141101,-0.00234273,-0.00020502,,0.0149999997,-0.00681154,-0.00708324,-0.00911451,,0.0250000004,-0.01305671,-0.01416675,-0.01463198,,0.0350000001,-0.01996554,-0.02185533,-0.02091149,,0.0450000018,-0.02406118,-0.02612416,-0.02481788
9.53,316,,0.0053333333,-0.00033965,-0.00164895,0.00047378,,0.0160000008,-0.00552065,-0.00541019,-0.00583875,,0.0266666673,-0.00921351,-0.01318099,-0.01272238,,0.037333332,-0.01735795,-0.01899714,-0.01951834,,0.0480000004,-0.02055913,-0.02310842,-0.02394377
9.56,317,,0.0056666667,0.00084831,0.00018335,0.00248555,,0.0170000009,-0.00271328,-0.00164749,-0.00368515,,0.0283333343,-0.00561287,-0.01019907,-0.00853194,,0.0396666676,-0.01564017,-0.01759188,-0.01802763,,0.050999999,-0.01822822,-0.02144461,-0.01845288
9.59,318,,0.0060000001,0.00296127,0.00102371,0.00340373,,0.0179999992,-0.00132776,0.00063537,0.00093182,,0.0299999993,-0.00352313,-0.00822694,-0.00712947,,0.0419999994,-0.00895659,-0.01194898,-0.01418933,,0.0540000014,-0.01227848,-0.01710034,-0.01755605
9.62,319,,0.0063333334,0.00247439,0.00274141,0.00538873,,0.0189999994,0.00269858,0.00598551,0.0039147,,0.0316666663,0.00120367,-0.0029018,-0.00285218,,0.044333335,-0.00499408,-0.00922661,-0.01253478,,0.057,-0.00943509,-0.01340576,-0.01105089
9.66,320,,0.0066666668,0.00406324,0.0034807,0.00624896,,0.0199999996,0.00450915,0.00907663,0.01028979,,0.0333333351,0.00392847,-0.0000113,-0.00027915,,0.0466666669,0.00201222,-0.00259057,-0.00454959,,0.0599999987,-0.00052039,-0.00206837,-0.00733865
9.69,321,,0.0070000002,0.00459804,0.0053124,0.00826393,,0.0209999997,0.00860912,0.01498048,0.01334701,,0.0350000001,0.0105057,0.00780347,0.00634806,,0.0489999987,0.00616921,0.00158,0.00009305,,0.063000001,0.00533022,0.00352216,0.00421519
9.71,322,,0.0073333331,0.00596517,0.00671239,0.00943341,,0.0219999999,0.01105961,0.01762591,0.02041464,,0.0366666652,0.01472683,0.01180432,0.01128266,,0.0513333343,0.01541158,0.00982507,0.0079234,,0.0659999996,0.01676713,0.01396725,0.01384919
9.74,323,,0.0076666665,0.00646955,0.00826739,0.01163972,,0.023,0.01620853,0.02400994,0.02311239,,0.038333334,0.02333141,0.02116897,0.02126039,,0.0536666662,0.0208063,0.01446639,0.01305821,,0.0689999983,0.0227016,0.01969804,0.02094474
9.77,324,,0.0080000004,0.00829247,0.00750249,0.01100584,,0.0240000002,0.01877579,0.02595895,0.02816556,,0.0399999991,0.02783338,0.02542072,0.02474794,,0.0560000017,0.03161366,0.02483397,0.02227554,,0.0719999969,0.03438852,0.03160167,0.02773282
9.81,325,,0.0083333338,0.00899929,0.00894635,0.01247666,,0.0250000004,0.02354879,0.03044417,0.03062659,,0.0416666679,0.03672319,0.03503238,0.03265988,,0.0583333336,0.03717846,0.02920787,0.0280218,,0.075000003,0.04059138,0.03812319,0.04132664
9.83,326,,0.0086666662,0.01016342,0.00889788,0.01285898,,0.0260000005,0.02512722,0.03242395,0.03501438,,0.043333333,0.04081488,0.03894481,0.03651314,,0.0606666654,0.04907177,0.04081358,0.04032076,,0.0780000016,0.05384424,0.05195159,0.05457009
9.86,327,,0.0089999996,0.01104801,0.00971763,0.01147618,,0.0270000007,0.02994749,0.036263,0.03667309,,0.0450000018,0.04889032,0.04749974,0.04454959,,0.063000001,0.05522644,0.04654937,0.0471759,,0.0810000002,0.06103384,0.05901682,0.0613429
9.9,328,,0.009333333,0.0119625,0.00985199,0.01121122,,0.0280000009,0.03168857,0.03781937,0.03933507,,0.0466666669,0.05236769,0.0518856,0.04841431,,0.0653333366,0.06523407,0.05878962,0.06173716,,0.0839999989,0.07440536,0.07208277,0.07368285
9.92,329,,0.0096666664,0.0126058,0.01036706,0.01100928,,0.0289999992,0.03688748,0.04071271,0.04073128,,0.0483333319,0.05910492,0.05952496,0.05676827,,0.0676666647,0.0702922,0.06470704,0.06783611,,0.0869999975,0.0801587,0.07806583,0.07781089
9.96,330,,0.0099999998,0.01371496,0.01013404,0.01030928,,0.0299999993,0.03878631,0.04138505,0.04252611,,0.0500000007,0.06164143,0.06311201,0.061259,,0.0700000003,0.0795548,0.0747809,0.07661633,,0.0900000036,0.09029991,0.09051239,0.08050236
9.99,331,,0.0099999998,0.01419478,0.01014392,0.00978579,,0.0299999993,0.04424296,0.04243641,0.04309837,,0.0500000007,0.06660666,0.06937018,0.06909689,,0.0700000003,0.08296686,0.0783155,0.08056641,,0.0900000036,0.09438562,0.09564872,0.0893228
